IDACCOUNT;USERNAME;NOMBRE_EJECUTIVO;EQUIPO;JEFE_AREA;NOMBRE_USUARIO_JEFE_AREA
5997-36;mcdelano;María Elena Délano Cruz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
6338-23;vphuneeus;Verónica Alejandra Huneeus Prado;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3147-80;amgazitua;Ana Sofía Gazitúa Morales;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
9472-41;dlfontaine;Daniela Carolina Fontaine Lagos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
3252-11;dvlatorre;Daniela Sofía Latorre Valdés;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1102-34;irbarrenechea;Ignacio Tomás Barrenechea Rojas;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3849-54;tflabbe;Tomás Eduardo Labbé Fuenzalida;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
5838-65;ckcifuentes;Cristian Eduardo Cifuentes Klein;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
5379-47;mcgazmuri;Matías Felipe Gazmuri Correa;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
7180-37;prirarrazaval;Pablo Andrés Irarrázaval Ríos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
8910-20;ckmontoya;Cristóbal Ignacio Montoya Klein;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
9868-63;iszaldivar;Ignacio Benjamín Zaldívar Soto;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
4088-75;aqsolar;Andrea Paulina Solar Quiroga;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
9704-15;avlecaros;Alonso Martín Lecaros Vega;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
9939-55;mdlarraechea;María Angélica Larraechea Díaz;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
5621-55;msgarciahuidobro;María Paz García-Huidobro Silva;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
8063-60;cuvaldes;Camila Antonia Valdés Urrutia;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
6714-62;jpmendendez;Joaquín Sebastián Menéndez Prado;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
7908-16;hlhurtado;Héctor Manuel Hurtado Larraín;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
6652-32;dlfontaine;Daniela Carolina Fontaine Lagos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2826-36;glvergara;Gonzalo Patricio Vergara Lyon;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
4560-19;cmvillalobos;Catalina Andrea Villalobos Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
2160-70;ehmatte;Esteban Alonso Matte Herrera;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2770-17;dvlatorre;Daniela Sofía Latorre Valdés;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
4031-90;cscovarrubias;Claudia Beatriz Covarrubias Silva;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
6117-87;mmecheverria;María Fernanda Echeverría Montoya;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
2172-13;cpbascunan;Claudia Patricia Bascuñán Puelma;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
2584-63;frtocornal;Felipe Esteban Tocornal Ruiz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
2020-60;mcdelano;María Elena Délano Cruz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
6532-42;tflabbe;Tomás Eduardo Labbé Fuenzalida;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
4934-81;msgarciahuidobro;María Paz García-Huidobro Silva;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2244-67;flearrzuriz;Felipe Joaquín Errázuriz Lagos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
9874-74;irbarrenechea;Ignacio Tomás Barrenechea Rojas;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
7147-30;mvbarros;Mauricio Andrés Barros Varela;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
2830-54;ckcifuentes;Cristian Eduardo Cifuentes Klein;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
3254-96;mwarancibia;María José Arancibia Walker;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
5890-38;smfigueroa;Sebastián Ignacio Figueroa Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
3335-30;avlecaros;Alonso Martín Lecaros Vega;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
7177-21;mfmontt;María Ignacia Montt Ferrada;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
5265-49;amgazitua;Ana Sofía Gazitúa Morales;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7810-47;vphuneeus;Verónica Alejandra Huneeus Prado;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3122-63;vcalywin;Vicente Tomás Aylwin Cáceres;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
2045-31;prirarrazaval;Pablo Andrés Irarrázaval Ríos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2827-79;mdlarraechea;María Angélica Larraechea Díaz;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
3807-38;nseyzaguirre;Natalia Fernanda Eyzaguirre Soto;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
7439-38;aqsolar;Andrea Paulina Solar Quiroga;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
6478-74;pfleniz;Paula Verónica Léniz Figueroa;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
5071-38;gpvicuna;Gonzalo Esteban Vicuña Pérez;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
7042-16;iszaldivar;Ignacio Benjamín Zaldívar Soto;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
1032-99;ckmontoya;Cristóbal Ignacio Montoya Klein;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3549-64;csundurraga;Carolina Isabel Undurraga Soto;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
6777-93;rfdelrio;Rodrigo Patricio Del Río Fuentes;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
9048-51;mtovalle;María Constanza Ovalle Tagle;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3655-34;mdibanez;María Loreto Ibáñez Del Solar;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
8136-70;alsanmartin;Ana Paula San Martín Loyola;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
9006-70;mcgazmuri;Matías Felipe Gazmuri Correa;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
5227-54;rvprieto;Rodrigo Esteban Prieto Valenzuela;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7059-89;pwfernandez;Paulina Andrea Fernández Wood;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
4188-94;lucorvalan;Luis Felipe Corvalán Urrutia;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7424-42;srbalmaceda;Sebastián Andrés Balmaceda Ríos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
3002-71;avlarrain;Alejandro Ignacio Larraín Valdés;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
2277-90;rputrrutia;Ricardo Sebastián Urrutia Peña;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
2737-31;lcvial;Lorena Marcela Vial Cifuentes;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
1297-19;jmchadwick;Javier Nicolás Chadwick Morales;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1465-75;frzanartu;Francisca Ignacia Zañartu Rivas;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
5149-76;npsubercaseaux;Natalia Beatriz Subercaseaux Prado;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
3046-12;lcvial;Lorena Marcela Vial Cifuentes;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
4898-51;npsubercaseaux;Natalia Beatriz Subercaseaux Prado;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7190-29;jmchadwick;Javier Nicolás Chadwick Morales;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1725-91;frzanartu;Francisca Ignacia Zañartu Rivas;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2959-33;rputrrutia;Ricardo Sebastián Urrutia Peña;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1960-66;srbalmaceda;Sebastián Andrés Balmaceda Ríos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
2243-39;avlarrain;Alejandro Ignacio Larraín Valdés;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
7715-47;pwfernandez;Paulina Andrea Fernández Wood;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
2555-77;lucorvalan;Luis Felipe Corvalán Urrutia;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
2471-17;rvprieto;Rodrigo Esteban Prieto Valenzuela;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
2589-79;mcgazmuri;Matías Felipe Gazmuri Correa;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
6264-55;alsanmartin;Ana Paula San Martín Loyola;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
8041-14;mdibanez;María Loreto Ibáñez Del Solar;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7550-65;mtovalle;María Constanza Ovalle Tagle;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
8708-32;rfdelrio;Rodrigo Patricio Del Río Fuentes;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4058-70;csundurraga;Carolina Isabel Undurraga Soto;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
5623-99;iszaldivar;Ignacio Benjamín Zaldívar Soto;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
4547-71;pfleniz;Paula Verónica Léniz Figueroa;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
1040-23;ckmontoya;Cristóbal Ignacio Montoya Klein;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
6825-71;gpvicuna;Gonzalo Esteban Vicuña Pérez;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
7124-81;aqsolar;Andrea Paulina Solar Quiroga;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
1175-54;mdlarraechea;María Angélica Larraechea Díaz;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
9357-43;nseyzaguirre;Natalia Fernanda Eyzaguirre Soto;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
7615-21;prirarrazaval;Pablo Andrés Irarrázaval Ríos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
9622-24;vcalywin;Vicente Tomás Aylwin Cáceres;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
7533-51;vphuneeus;Verónica Alejandra Huneeus Prado;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
7432-55;amgazitua;Ana Sofía Gazitúa Morales;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
2398-36;mfmontt;María Ignacia Montt Ferrada;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
6148-57;smfigueroa;Sebastián Ignacio Figueroa Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
9669-33;avlecaros;Alonso Martín Lecaros Vega;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
4100-42;mwarancibia;María José Arancibia Walker;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
6058-14;ckcifuentes;Cristian Eduardo Cifuentes Klein;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
3590-83;mvbarros;Mauricio Andrés Barros Varela;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
7006-89;irbarrenechea;Ignacio Tomás Barrenechea Rojas;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
9992-66;flearrzuriz;Felipe Joaquín Errázuriz Lagos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
6501-48;frtocornal;Felipe Esteban Tocornal Ruiz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
5777-54;msgarciahuidobro;María Paz García-Huidobro Silva;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
6031-74;tflabbe;Tomás Eduardo Labbé Fuenzalida;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
3960-20;mcdelano;María Elena Délano Cruz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
5085-82;cpbascunan;Claudia Patricia Bascuñán Puelma;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
2313-74;mmecheverria;María Fernanda Echeverría Montoya;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4742-95;cscovarrubias;Claudia Beatriz Covarrubias Silva;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
9495-62;dvlatorre;Daniela Sofía Latorre Valdés;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
7376-37;ehmatte;Esteban Alonso Matte Herrera;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
6518-21;cmvillalobos;Catalina Andrea Villalobos Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7636-24;hlhurtado;Héctor Manuel Hurtado Larraín;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
4391-34;dlfontaine;Daniela Carolina Fontaine Lagos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
9037-94;glvergara;Gonzalo Patricio Vergara Lyon;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
6632-23;jpmendendez;Joaquín Sebastián Menéndez Prado;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2572-35;cuvaldes;Camila Antonia Valdés Urrutia;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
4881-86;mvbarros;Mauricio Andrés Barros Varela;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
1465-40;irbarrenechea;Ignacio Tomás Barrenechea Rojas;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
4791-34;avlecaros;Alonso Martín Lecaros Vega;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
7015-17;flearrzuriz;Felipe Joaquín Errázuriz Lagos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
7493-58;ckcifuentes;Cristian Eduardo Cifuentes Klein;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
8286-44;dvlatorre;Daniela Sofía Latorre Valdés;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1415-78;mwarancibia;María José Arancibia Walker;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4201-68;mmecheverria;María Fernanda Echeverría Montoya;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
1886-94;cpbascunan;Claudia Patricia Bascuñán Puelma;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
6632-89;cscovarrubias;Claudia Beatriz Covarrubias Silva;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4166-29;mfmontt;María Ignacia Montt Ferrada;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
4066-77;mcdelano;María Elena Délano Cruz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
1123-78;smfigueroa;Sebastián Ignacio Figueroa Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
3914-80;tflabbe;Tomás Eduardo Labbé Fuenzalida;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
7835-19;msgarciahuidobro;María Paz García-Huidobro Silva;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
1871-24;frtocornal;Felipe Esteban Tocornal Ruiz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
6708-24;gpvicuna;Gonzalo Esteban Vicuña Pérez;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
2722-33;amgazitua;Ana Sofía Gazitúa Morales;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
3846-53;mtovalle;María Constanza Ovalle Tagle;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3945-24;lucorvalan;Luis Felipe Corvalán Urrutia;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
9225-64;ckmontoya;Cristóbal Ignacio Montoya Klein;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
7126-81;alsanmartin;Ana Paula San Martín Loyola;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4872-27;frzanartu;Francisca Ignacia Zañartu Rivas;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
5459-67;rvprieto;Rodrigo Esteban Prieto Valenzuela;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
3984-98;rfdelrio;Rodrigo Patricio Del Río Fuentes;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
6806-78;prirarrazaval;Pablo Andrés Irarrázaval Ríos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
4470-25;vcalywin;Vicente Tomás Aylwin Cáceres;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
6259-64;pwfernandez;Paulina Andrea Fernández Wood;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
7332-68;mcgazmuri;Matías Felipe Gazmuri Correa;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3243-51;ehmatte;Esteban Alonso Matte Herrera;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
7943-23;pfleniz;Paula Verónica Léniz Figueroa;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
9415-15;avlarrain;Alejandro Ignacio Larraín Valdés;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
2743-67;mdibanez;María Loreto Ibáñez Del Solar;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
